Situação Contrato;Número Completo Contrato;Data Início;Data Final;Número Ano Mês Final;Código Contrato SIGGO Dimensão;Número NE Contrato;Número NL Contrato;Número OB Contrato;Objeto Contrato;Órgão;Valor Total do Contrato;Código UO - UG Criação Contrato;Valor Total Aditivo Montante
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
2015/12/23 00:00:00;2016/12/23 00:00:00;;;;2015;201512;2015/12/23 00:00:00;2016/12/23 00:00:00;201612;25101 - 250101;32808;2016NE00053;
